problem_statement,problem_tags,contestId,index,name,type,points,rating
223A - Bracket Sequence,"data structures,expression parsing,implementation",223,A,Bracket Sequence,PROGRAMMING,500.0,1700.0
222E - Decoding Genome,"dp,matrices",222,E,Decoding Genome,PROGRAMMING,2500.0,1900.0
222D - Olympiad,"binary search,greedy,sortings,two pointers",222,D,Olympiad,PROGRAMMING,2000.0,1900.0
222C - Reducing Fractions,"implementation,math,number theory,sortings",222,C,Reducing Fractions,PROGRAMMING,1500.0,1800.0
222B - Cosmic Tables,"data structures,implementation",222,B,Cosmic Tables,PROGRAMMING,1000.0,1300.0
222A - Shooshuns and Sequence ,"brute force,implementation",222,A,Shooshuns and Sequence ,PROGRAMMING,500.0,1200.0
221B - Little Elephant and Numbers,implementation,221,B,Little Elephant and Numbers,PROGRAMMING,1000.0,1300.0
221A - Little Elephant and Function,"implementation,math",221,A,Little Elephant and Function,PROGRAMMING,500.0,1000.0
220E - Little Elephant and Inversions,"data structures,two pointers",220,E,Little Elephant and Inversions,PROGRAMMING,2500.0,2400.0
220D - Little Elephant and Triangle,"geometry,math",220,D,Little Elephant and Triangle,PROGRAMMING,2000.0,2500.0
220C - Little Elephant and Shifts,data structures,220,C,Little Elephant and Shifts,PROGRAMMING,1500.0,2100.0
220B - Little Elephant and Array,"constructive algorithms,data structures",220,B,Little Elephant and Array,PROGRAMMING,1000.0,1800.0
220A - Little Elephant and Problem,"implementation,sortings",220,A,Little Elephant and Problem,PROGRAMMING,500.0,1300.0
219E - Parking Lot,data structures,219,E,Parking Lot,PROGRAMMING,3000.0,2200.0
219D - Choosing Capital for Treeland,"dfs and similar,dp,graphs,trees",219,D,Choosing Capital for Treeland,PROGRAMMING,2000.0,1700.0
219C - Color Stripe,"brute force,dp,greedy",219,C,Color Stripe,PROGRAMMING,1500.0,1600.0
219B - Special Offer! Super Price 999 Bourles!,implementation,219,B,Special Offer! Super Price 999 Bourles!,PROGRAMMING,1000.0,1400.0
219A - k-String,"implementation,strings",219,A,k-String,PROGRAMMING,500.0,1000.0
218B - Airport,implementation,218,B,Airport,PROGRAMMING,500.0,1100.0
218A - Mountain Scenery,"brute force,constructive algorithms,implementation",218,A,Mountain Scenery,PROGRAMMING,500.0,1100.0
217E - Alien DNA,"data structures,dsu,trees",217,E,Alien DNA,PROGRAMMING,3000.0,2800.0
217D - Bitonix' Patrol,"bitmasks,brute force,combinatorics,dfs and similar,math",217,D,Bitonix' Patrol,PROGRAMMING,3000.0,2900.0
217C - Formurosa,"divide and conquer,dp,expression parsing",217,C,Formurosa,PROGRAMMING,2500.0,2600.0
217B - Blackboard Fibonacci,"brute force,math",217,B,Blackboard Fibonacci,PROGRAMMING,1000.0,2100.0
217A - Ice Skating,"brute force,dfs and similar,dsu,graphs",217,A,Ice Skating,PROGRAMMING,500.0,1200.0
216E - Martian Luck,"math,number theory",216,E,Martian Luck,PROGRAMMING,3000.0,2000.0
216D - Spider's Web,"binary search,sortings,two pointers",216,D,Spider's Web,PROGRAMMING,2000.0,1700.0
216C - Hiring Staff,greedy,216,C,Hiring Staff,PROGRAMMING,2000.0,1800.0
216B - Forming Teams,"dfs and similar,implementation",216,B,Forming Teams,PROGRAMMING,1500.0,1700.0
216A - Tiling with Hexagons,"implementation,math",216,A,Tiling with Hexagons,PROGRAMMING,500.0,1200.0
215E - Periodical Numbers,"combinatorics,dp,number theory",215,E,Periodical Numbers,PROGRAMMING,3000.0,2100.0
215D - Hot Days,greedy,215,D,Hot Days,PROGRAMMING,2000.0,1900.0
215C - Crosses,"brute force,implementation",215,C,Crosses,PROGRAMMING,3000.0,2100.0
215B - Olympic Medal,"greedy,math",215,B,Olympic Medal,PROGRAMMING,500.0,1300.0
215A - Bicycle Chain,"brute force,implementation",215,A,Bicycle Chain,PROGRAMMING,500.0,900.0
214B - Hometask,"brute force,constructive algorithms,greedy,math",214,B,Hometask,PROGRAMMING,1000.0,1600.0
214A - System of Equations,brute force,214,A,System of Equations,PROGRAMMING,500.0,800.0
213E - Two Permutations,"data structures,hashing,strings",213,E,Two Permutations,PROGRAMMING,2500.0,2700.0
213D - Stars,"constructive algorithms,geometry",213,D,Stars,PROGRAMMING,2000.0,2300.0
213C - Relay Race,dp,213,C,Relay Race,PROGRAMMING,1500.0,2000.0
213B - Numbers,"combinatorics,dp",213,B,Numbers,PROGRAMMING,1000.0,1900.0
213A - Game,"dfs and similar,greedy",213,A,Game,PROGRAMMING,1000.0,1700.0
212E - IT Restaurants,"dfs and similar,dp,trees",212,E,IT Restaurants,PROGRAMMING,500.0,1500.0
212D - Cutting a Fence,"binary search,data structures,dsu",212,D,Cutting a Fence,PROGRAMMING,2500.0,2500.0
212C - Cowboys,"combinatorics,dp,math",212,C,Cowboys,PROGRAMMING,1500.0,2100.0
212B - Polycarpus is Looking for Good Substrings,"bitmasks,hashing,implementation",212,B,Polycarpus is Looking for Good Substrings,PROGRAMMING,2000.0,2300.0
212A - Privatization,"flows,graphs",212,A,Privatization,PROGRAMMING,3000.0,3000.0
209C - Trails and Glades,"constructive algorithms,dsu,graphs,greedy",209,C,Trails and Glades,PROGRAMMING,1000.0,2400.0
209B - Pixels,"constructive algorithms,math",209,B,Pixels,PROGRAMMING,500.0,2100.0
209A - Multicolored Marbles,"dp,math",209,A,Multicolored Marbles,PROGRAMMING,500.0,1600.0
208E - Blood Cousins,"binary search,data structures,dfs and similar,trees",208,E,Blood Cousins,PROGRAMMING,3000.0,2100.0
"208D - Prizes, Prizes, more Prizes",implementation,208,D,"Prizes, Prizes, more Prizes",PROGRAMMING,500.0,1200.0
208C - Police Station,"dp,graphs,shortest paths",208,C,Police Station,PROGRAMMING,2500.0,1900.0
208B - Solitaire,"dfs and similar,dp",208,B,Solitaire,PROGRAMMING,2000.0,1900.0
208A - Dubstep,strings,208,A,Dubstep,PROGRAMMING,500.0,900.0
207D9 - The Beaver's Problem - 3,,207,D9,The Beaver's Problem - 3,PROGRAMMING,10.0,1800.0
207D8 - The Beaver's Problem - 3,,207,D8,The Beaver's Problem - 3,PROGRAMMING,10.0,2300.0
207D7 - The Beaver's Problem - 3,,207,D7,The Beaver's Problem - 3,PROGRAMMING,10.0,1600.0
207D6 - The Beaver's Problem - 3,,207,D6,The Beaver's Problem - 3,PROGRAMMING,10.0,2100.0
207D5 - The Beaver's Problem - 3,,207,D5,The Beaver's Problem - 3,PROGRAMMING,10.0,1600.0
207D4 - The Beaver's Problem - 3,,207,D4,The Beaver's Problem - 3,PROGRAMMING,10.0,2100.0
207D3 - The Beaver's Problem - 3,,207,D3,The Beaver's Problem - 3,PROGRAMMING,10.0,2000.0
207D2 - The Beaver's Problem - 3,,207,D2,The Beaver's Problem - 3,PROGRAMMING,10.0,2000.0
207D10 - The Beaver's Problem - 3,,207,D10,The Beaver's Problem - 3,PROGRAMMING,10.0,2100.0
207D1 - The Beaver's Problem - 3,,207,D1,The Beaver's Problem - 3,PROGRAMMING,10.0,1800.0
207C3 - Game with Two Trees,data structures,207,C3,Game with Two Trees,PROGRAMMING,50.0,2700.0
207C2 - Game with Two Trees,,207,C2,Game with Two Trees,PROGRAMMING,30.0,2200.0
207C1 - Game with Two Trees,,207,C1,Game with Two Trees,PROGRAMMING,20.0,2100.0
207B3 - Military Trainings,,207,B3,Military Trainings,PROGRAMMING,50.0,1700.0
207B2 - Military Trainings,,207,B2,Military Trainings,PROGRAMMING,30.0,1900.0
207B1 - Military Trainings,,207,B1,Military Trainings,PROGRAMMING,20.0,1600.0
207A3 - Beaver's Calculator 1.0,greedy,207,A3,Beaver's Calculator 1.0,PROGRAMMING,50.0,2000.0
207A2 - Beaver's Calculator 1.0,greedy,207,A2,Beaver's Calculator 1.0,PROGRAMMING,30.0,1800.0
207A1 - Beaver's Calculator 1.0,greedy,207,A1,Beaver's Calculator 1.0,PROGRAMMING,20.0,1600.0
205B - Little Elephant and Sorting,"brute force,greedy",205,B,Little Elephant and Sorting,PROGRAMMING,1000.0,1400.0
205A - Little Elephant and Rozdil,"brute force,implementation",205,A,Little Elephant and Rozdil,PROGRAMMING,500.0,900.0
204E - Little Elephant and Strings,"data structures,implementation,string suffix structures,two pointers",204,E,Little Elephant and Strings,PROGRAMMING,2500.0,2800.0
204D - Little Elephant and Retro Strings,dp,204,D,Little Elephant and Retro Strings,PROGRAMMING,2000.0,2400.0
204C - Little Elephant and Furik and Rubik,"math,probabilities",204,C,Little Elephant and Furik and Rubik,PROGRAMMING,1500.0,2000.0
204B - Little Elephant and Cards,"binary search,data structures",204,B,Little Elephant and Cards,PROGRAMMING,500.0,1500.0
204A - Little Elephant and Interval,"binary search,combinatorics,dp",204,A,Little Elephant and Interval,PROGRAMMING,500.0,1500.0
203E - Transportation,"greedy,sortings,two pointers",203,E,Transportation,PROGRAMMING,2500.0,2300.0
203D - Hit Ball,"geometry,implementation,math",203,D,Hit Ball,PROGRAMMING,2000.0,1700.0
203C - Photographer,"greedy,sortings",203,C,Photographer,PROGRAMMING,1500.0,1400.0
203B - Game on Paper,"brute force,implementation",203,B,Game on Paper,PROGRAMMING,1000.0,1300.0
203A - Two Problems,"brute force,implementation",203,A,Two Problems,PROGRAMMING,500.0,1200.0
202B - Brand New Easy Problem,brute force,202,B,Brand New Easy Problem,PROGRAMMING,1000.0,1700.0
202A - LLPS,"binary search,bitmasks,brute force,greedy,implementation,strings",202,A,LLPS,PROGRAMMING,500.0,800.0
201E - Thoroughly Bureaucratic Organization,"binary search,combinatorics",201,E,Thoroughly Bureaucratic Organization,PROGRAMMING,2500.0,2600.0
201D - Brand New Problem,"bitmasks,brute force,dp",201,D,Brand New Problem,PROGRAMMING,2000.0,2600.0
201C - Fragile Bridges,dp,201,C,Fragile Bridges,PROGRAMMING,1500.0,2000.0
201B - Guess That Car!,"math,ternary search",201,B,Guess That Car!,PROGRAMMING,1000.0,1800.0
201A - Clear Symmetry,"constructive algorithms,dp,math",201,A,Clear Symmetry,PROGRAMMING,1000.0,1700.0
200E - Tractor College,"implementation,math,number theory,ternary search",200,E,Tractor College,PROGRAMMING,3000.0,2400.0
200D - Programming Language,"binary search,brute force,expression parsing,implementation",200,D,Programming Language,PROGRAMMING,1500.0,1800.0
200C - Football Championship,"brute force,implementation",200,C,Football Championship,PROGRAMMING,2000.0,1800.0
200B - Drinks,"implementation,math",200,B,Drinks,PROGRAMMING,500.0,800.0
200A - Cinema,"brute force,data structures",200,A,Cinema,PROGRAMMING,3000.0,2400.0
199B - Special Olympics,geometry,199,B,Special Olympics,PROGRAMMING,1000.0,1900.0
199A - Hexadecimal's theorem,"brute force,constructive algorithms,implementation,number theory",199,A,Hexadecimal's theorem,PROGRAMMING,500.0,900.0
198E - Gripping Story,"binary search,data structures,sortings",198,E,Gripping Story,PROGRAMMING,2500.0,2400.0
198D - Cube Snake,constructive algorithms,198,D,Cube Snake,PROGRAMMING,2000.0,2700.0
198C - Delivering Carcinogen,"binary search,geometry",198,C,Delivering Carcinogen,PROGRAMMING,1500.0,2400.0
198B - Jumping on Walls,shortest paths,198,B,Jumping on Walls,PROGRAMMING,1000.0,1400.0
198A - About Bacteria,"implementation,math",198,A,About Bacteria,PROGRAMMING,500.0,1700.0
197B - Limit,math,197,B,Limit,PROGRAMMING,500.0,1400.0
197A - Plate Game,"constructive algorithms,games,math",197,A,Plate Game,PROGRAMMING,1000.0,1600.0
196E - Opening Portals,"dsu,graphs,shortest paths",196,E,Opening Portals,PROGRAMMING,2500.0,2600.0
196D - The Next Good String,"data structures,greedy,hashing,strings",196,D,The Next Good String,PROGRAMMING,3000.0,2800.0
196C - Paint Tree,"constructive algorithms,divide and conquer,geometry,sortings,trees",196,C,Paint Tree,PROGRAMMING,1500.0,2200.0
196B - Infinite Maze,"dfs and similar,graphs",196,B,Infinite Maze,PROGRAMMING,1000.0,2000.0
196A - Lexicographically Maximum Subsequence,"greedy,strings",196,A,Lexicographically Maximum Subsequence,PROGRAMMING,500.0,1100.0
195E - Building Forest,"data structures,dsu,graphs",195,E,Building Forest,PROGRAMMING,2500.0,2000.0
195D - Analyzing Polyline,"geometry,math,sortings",195,D,Analyzing Polyline,PROGRAMMING,2000.0,1900.0
195C - Try and Catch,"expression parsing,implementation",195,C,Try and Catch,PROGRAMMING,1500.0,1800.0
195B - After Training,"data structures,implementation,math",195,B,After Training,PROGRAMMING,1000.0,1300.0
195A - Let's Watch Football,"binary search,brute force,math",195,A,Let's Watch Football,PROGRAMMING,500.0,1000.0
194B - Square,math,194,B,Square,PROGRAMMING,1000.0,1200.0
194A - Exams,"implementation,math",194,A,Exams,PROGRAMMING,500.0,900.0
193E - Fibonacci Number,"brute force,math,matrices",193,E,Fibonacci Number,PROGRAMMING,2500.0,2900.0
193D - Two Segments,data structures,193,D,Two Segments,PROGRAMMING,2000.0,2900.0
193C - Hamming Distance,"constructive algorithms,greedy,math,matrices",193,C,Hamming Distance,PROGRAMMING,2000.0,2400.0
193B - Xor,brute force,193,B,Xor,PROGRAMMING,1000.0,2000.0
193A - Cutting Figure,"constructive algorithms,graphs,trees",193,A,Cutting Figure,PROGRAMMING,500.0,1700.0
192B - Walking in the Rain,"brute force,implementation",192,B,Walking in the Rain,PROGRAMMING,1000.0,1100.0
192A - Funky Numbers,"binary search,brute force,implementation",192,A,Funky Numbers,PROGRAMMING,500.0,1300.0
191E - Thwarting Demonstrations,"binary search,data structures,trees",191,E,Thwarting Demonstrations,PROGRAMMING,2500.0,2200.0
191D - Metro Scheme,"graphs,greedy",191,D,Metro Scheme,PROGRAMMING,2000.0,2700.0
191C - Fools and Roads,"data structures,dfs and similar,trees",191,C,Fools and Roads,PROGRAMMING,1500.0,1900.0
191B - Demonstration,greedy,191,B,Demonstration,PROGRAMMING,1000.0,1700.0
191A - Dynasty Puzzles,dp,191,A,Dynasty Puzzles,PROGRAMMING,500.0,1500.0
190E - Counter Attack,"data structures,dsu,graphs,hashing,sortings",190,E,Counter Attack,PROGRAMMING,2500.0,2100.0
190D - Non-Secret Cypher,two pointers,190,D,Non-Secret Cypher,PROGRAMMING,2000.0,1900.0
190C - STL,dfs and similar,190,C,STL,PROGRAMMING,1500.0,1500.0
190B - Surrounded,geometry,190,B,Surrounded,PROGRAMMING,1000.0,1800.0
190A - Vasya and the Bus,"greedy,math",190,A,Vasya and the Bus,PROGRAMMING,500.0,1100.0
189B - Counting Rhombi,"brute force,math",189,B,Counting Rhombi,PROGRAMMING,1000.0,1300.0
189A - Cut Ribbon,"brute force,dp",189,A,Cut Ribbon,PROGRAMMING,500.0,1300.0
188H - Stack,"*special,expression parsing,implementation",188,H,Stack,PROGRAMMING,,1800.0
188G - Array Sorting,"*special,implementation",188,G,Array Sorting,PROGRAMMING,,1600.0
188F - Binary Notation,"*special,implementation",188,F,Binary Notation,PROGRAMMING,,1400.0
188E - HQ9+,"*special,implementation",188,E,HQ9+,PROGRAMMING,,1400.0
188D - Asterisks,"*special,implementation",188,D,Asterisks,PROGRAMMING,,1100.0
188C - LCM,"*special,implementation,math",188,C,LCM,PROGRAMMING,,1400.0
188B - A + Reverse B,"*special,implementation",188,B,A + Reverse B,PROGRAMMING,,1300.0
188A - Hexagonal Numbers,*special,188,A,Hexagonal Numbers,PROGRAMMING,,1100.0
187E - Heaven Tour,"data structures,greedy",187,E,Heaven Tour,PROGRAMMING,2500.0,2900.0
187D - BRT Contract ,data structures,187,D,BRT Contract ,PROGRAMMING,2000.0,2800.0
187C - Weak Memory,"dfs and similar,dsu",187,C,Weak Memory,PROGRAMMING,1500.0,2000.0
187B - AlgoRace,"dp,shortest paths",187,B,AlgoRace,PROGRAMMING,1000.0,1800.0
187A - Permutations,greedy,187,A,Permutations,PROGRAMMING,500.0,1500.0
186B - Growing Mushrooms,"greedy,sortings",186,B,Growing Mushrooms,PROGRAMMING,1000.0,1200.0
186A - Comparing Strings,"implementation,strings",186,A,Comparing Strings,PROGRAMMING,500.0,1100.0
185E - Soap Time! - 2,"binary search,data structures",185,E,Soap Time! - 2,PROGRAMMING,2500.0,3000.0
185D - Visit of the Great,"math,number theory",185,D,Visit of the Great,PROGRAMMING,2000.0,2600.0
185C - Clever Fat Rat,dp,185,C,Clever Fat Rat,PROGRAMMING,1500.0,2500.0
185B - Mushroom Scientists,"math,ternary search",185,B,Mushroom Scientists,PROGRAMMING,1000.0,1800.0
185A - Plant,math,185,A,Plant,PROGRAMMING,500.0,1300.0
183E - Candy Shop,greedy,183,E,Candy Shop,PROGRAMMING,2500.0,2900.0
183D - T-shirt,"dp,greedy,probabilities",183,D,T-shirt,PROGRAMMING,2000.0,2700.0
183C - Cyclic Coloring,dfs and similar,183,C,Cyclic Coloring,PROGRAMMING,1500.0,2200.0
183B - Zoo,"brute force,geometry",183,B,Zoo,PROGRAMMING,1000.0,1700.0
183A - Headquarters,"constructive algorithms,math",183,A,Headquarters,PROGRAMMING,500.0,1700.0
182E - Wooden Fence,dp,182,E,Wooden Fence,PROGRAMMING,1500.0,1800.0
182D - Common Divisors,"brute force,hashing,implementation,math,strings",182,D,Common Divisors,PROGRAMMING,1000.0,1400.0
182C - Optimal Sum,"data structures,greedy",182,C,Optimal Sum,PROGRAMMING,3000.0,2000.0
182B - Vasya's Calendar,implementation,182,B,Vasya's Calendar,PROGRAMMING,500.0,1000.0
182A - Battlefield,"geometry,graphs,implementation,shortest paths",182,A,Battlefield,PROGRAMMING,3000.0,2200.0
181B - Number of Triplets,"binary search,brute force",181,B,Number of Triplets,PROGRAMMING,1000.0,1300.0
181A - Series of Crimes,"brute force,geometry,implementation",181,A,Series of Crimes,PROGRAMMING,500.0,800.0
180F - Mathematical Analysis Rocks!,"constructive algorithms,implementation,math",180,F,Mathematical Analysis Rocks!,PROGRAMMING,,1200.0
180E - Cubes,"binary search,dp,two pointers",180,E,Cubes,PROGRAMMING,,1800.0
180D - Name,"greedy,strings",180,D,Name,PROGRAMMING,,1900.0
180C - Letter,dp,180,C,Letter,PROGRAMMING,,1400.0
180B - Divisibility Rules,"math,number theory",180,B,Divisibility Rules,PROGRAMMING,,2300.0
180A - Defragmentation,implementation,180,A,Defragmentation,PROGRAMMING,,1800.0
178F3 - Representative Sampling,,178,F3,Representative Sampling,PROGRAMMING,50.0,2500.0
178F2 - Representative Sampling,"dp,sortings,strings",178,F2,Representative Sampling,PROGRAMMING,30.0,2200.0
178F1 - Representative Sampling,,178,F1,Representative Sampling,PROGRAMMING,20.0,1800.0
178E3 - The Beaver's Problem - 2,,178,E3,The Beaver's Problem - 2,PROGRAMMING,50.0,2300.0
178E2 - The Beaver's Problem - 2,,178,E2,The Beaver's Problem - 2,PROGRAMMING,30.0,2000.0
178E1 - The Beaver's Problem - 2,,178,E1,The Beaver's Problem - 2,PROGRAMMING,20.0,1900.0
178D3 - Magic Squares,,178,D3,Magic Squares,PROGRAMMING,50.0,2100.0
178D2 - Magic Squares,,178,D2,Magic Squares,PROGRAMMING,30.0,1900.0
178D1 - Magic Squares,,178,D1,Magic Squares,PROGRAMMING,20.0,1500.0
178C3 - Smart Beaver and Resolving Collisions,,178,C3,Smart Beaver and Resolving Collisions,PROGRAMMING,50.0,2000.0
178C2 - Smart Beaver and Resolving Collisions,,178,C2,Smart Beaver and Resolving Collisions,PROGRAMMING,30.0,1900.0
178C1 - Smart Beaver and Resolving Collisions,,178,C1,Smart Beaver and Resolving Collisions,PROGRAMMING,20.0,1600.0
178B3 - Greedy Merchants,,178,B3,Greedy Merchants,PROGRAMMING,50.0,1800.0
178B2 - Greedy Merchants,,178,B2,Greedy Merchants,PROGRAMMING,30.0,1600.0
178B1 - Greedy Merchants,,178,B1,Greedy Merchants,PROGRAMMING,20.0,1600.0
178A3 - Educational Game,greedy,178,A3,Educational Game,PROGRAMMING,50.0,1100.0
178A2 - Educational Game,greedy,178,A2,Educational Game,PROGRAMMING,30.0,1000.0
178A1 - Educational Game,,178,A1,Educational Game,PROGRAMMING,20.0,1000.0
177G2 - Fibonacci Strings,"matrices,strings",177,G2,Fibonacci Strings,PROGRAMMING,70.0,2600.0
177G1 - Fibonacci Strings,strings,177,G1,Fibonacci Strings,PROGRAMMING,30.0,2400.0
177F2 - Script Generation,,177,F2,Script Generation,PROGRAMMING,70.0,2300.0
